Label Name;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance
003253.txt;218.64;175.47;276.8;203.23;41.68
003253.txt;574.19;174.54;612.53;212.74;33.22
001051.txt;536.66;199.09;576.82;236.7;33.33
001129.txt;564.22;169.79;590.65;188.47;59.17
001129.txt;588.96;170.07;614.38;193.57;48.19
001129.txt;536.22;171.04;567.11;197.18;43.55
001129.txt;329.56;170.15;398.13;203.72;38.38
000587.txt;523.46;168.78;562.19;206.68;40.17
000587.txt;555.82;172.97;576.55;192.86;64.28
003979.txt;581.95;173.33;615.58;205.32;37.06
003979.txt;592.65;170.06;621.26;199.49;45.97
003979.txt;726.97;176.52;927.17;309.95;10.14
003979.txt;686.52;175.65;778.33;256.85;15.4
003979.txt;646.55;167.62;688.78;207.67;33.75
003979.txt;6.68;203.31;246.46;310.56;11.82
003979.txt;201.86;187.21;345.55;261.06;17.38
003979.txt;334.17;181.56;418.65;229.45;25.07
003979.txt;632.23;171.17;653.83;191.71;58.43
004278.txt;583.68;172.83;603.33;188.4;60.83
004278.txt;560.35;171.16;577.63;185.25;72.98
000152.txt;45.07;196.83;447.49;374.0;6.37
000152.txt;751.85;155.9;1136.5;374.0;6.35
000152.txt;711.29;186.05;878.68;307.07;11.53
000152.txt;453.56;185.34;532.94;243.89;20.12
000152.txt;662.72;183.71;773.72;256.63;16.6
000152.txt;533.48;179.04;563.54;204.53;41.26
000152.txt;628.63;176.51;657.81;200.82;46.82
007357.txt;0.0;192.29;332.99;374.0;5.91
007357.txt;623.59;168.43;721.08;204.21;36.72
007357.txt;840.34;154.58;906.73;176.59;51.7
007357.txt;464.55;177.93;498.35;204.39;45.64
007357.txt;764.35;156.11;794.49;176.89;65.37
005461.txt;990.32;182.94;1241.0;374.0;4.89
005461.txt;0.0;181.57;99.72;360.2;6.57
005461.txt;862.4;188.76;1241.0;359.84;7.34
005461.txt;0.0;171.94;172.08;305.88;9.12
005461.txt;0.0;166.7;251.46;284.57;11.5
005461.txt;89.33;157.67;314.24;264.1;14.04
005461.txt;182.37;167.5;341.67;235.94;20.25
005461.txt;464.01;177.31;506.6;205.8;44.44
002163.txt;0.0;206.85;51.64;263.01;18.34
002163.txt;249.18;189.97;324.18;227.23;31.2
002163.txt;402.93;182.01;442.66;204.2;54.23
006891.txt;0.0;204.14;247.13;374.0;4.76
006891.txt;484.86;181.07;533.7;215.93;31.01
006891.txt;274.88;185.73;443.83;297.75;11.37
003301.txt;213.92;195.14;386.19;292.46;13.99
003301.txt;335.52;191.76;441.8;253.76;19.33
003301.txt;400.87;188.91;470.86;236.68;24.31
003301.txt;440.45;186.39;498.36;223.54;30.2
003301.txt;805.17;152.14;932.81;200.44;25.89
003301.txt;802.78;151.99;888.34;197.71;28.43
003301.txt;774.08;155.09;866.55;196.25;30.8
003301.txt;1185.12;127.66;1241.0;173.85;25.17
003301.txt;1129.93;127.35;1241.0;173.19;27.88
003301.txt;1091.61;133.37;1241.0;172.18;30.75
003301.txt;1060.24;138.14;1196.07;174.62;33.19
003301.txt;481.17;185.07;526.32;214.73;37.82
003301.txt;666.53;173.81;712.78;209.48;32.03
002721.txt;127.84;187.91;343.09;305.17;10.86
002721.txt;811.13;184.7;1241.0;374.0;6.42
002721.txt;279.8;183.87;418.75;264.4;15.54
002721.txt;744.12;179.27;912.45;287.41;11.86
002721.txt;475.99;177.09;531.45;200.72;45.14
003982.txt;1232.83;196.2;1241.0;374.0;0.65
003982.txt;716.56;183.18;931.58;319.07;9.57
003982.txt;211.89;200.59;375.12;299.47;12.57
003982.txt;634.87;175.66;748.37;259.67;16.62
003982.txt;293.88;189.55;408.42;261.47;17.78
003982.txt;575.44;183.2;631.45;224.25;28.55
003982.txt;406.86;188.68;451.04;221.47;33.69
003982.txt;553.09;183.8;589.02;213.19;38.6
004426.txt;0.0;202.66;117.86;374.0;4.2
004426.txt;351.91;188.39;460.09;250.09;20.41
004426.txt;486.55;182.7;536.45;211.1;39.18
004426.txt;638.5;175.56;672.81;203.73;41.13
004426.txt;1130.79;154.12;1241.0;374.0;0.64
000142.txt;835.06;166.73;1241.0;374.0;5.12
000142.txt;726.07;154.71;916.86;306.71;10.24
000142.txt;688.52;153.34;806.1;252.85;15.58
000142.txt;678.28;170.36;747.97;231.25;21.17
000142.txt;530.82;167.68;560.49;197.37;47.51
000142.txt;428.14;178.08;495.67;225.49;24.84
000142.txt;0.0;197.78;273.61;374.0;7.13
000142.txt;197.05;186.01;398.12;301.0;12.3
000142.txt;337.15;176.21;452.69;252.15;17.71
001151.txt;0.0;201.94;372.93;373.0;3.77
001151.txt;396.14;186.03;506.98;263.96;15.07
001151.txt;571.93;177.82;619.21;220.97;27.86
001151.txt;542.32;175.79;577.9;207.67;37.4
001151.txt;221.69;187.4;368.98;273.14;14.43
001151.txt;600.45;176.03;626.83;202.48;41.63
003160.txt;517.86;162.18;739.39;372.16;7.03
003160.txt;377.46;185.02;417.64;205.05;52.96
003160.txt;334.15;187.89;373.9;208.26;52.01
003160.txt;424.43;181.58;463.16;201.69;53.63
003160.txt;947.8;174.52;1085.88;218.61;27.61
003160.txt;740.53;169.02;828.11;206.58;35.94
005492.txt;831.29;186.8;1030.47;310.93;10.22
005492.txt;797.55;175.21;916.92;252.8;16.16
005492.txt;464.63;165.16;521.76;199.83;40.1
005492.txt;756.08;172.6;800.0;214.21;28.06
005492.txt;754.51;174.15;796.76;208.48;32.96
005492.txt;747.72;175.6;779.06;204.02;38.87
002932.txt;108.45;198.69;431.64;374.0;8.19
002000.txt;0.0;201.43;303.98;369.0;3.35
002000.txt;956.95;156.33;1124.69;205.06;23.55
002000.txt;439.37;172.17;476.11;200.79;37.94
002000.txt;224.79;176.21;310.48;218.48;29.92
007355.txt;603.28;177.79;626.79;200.15;52.24
007355.txt;1051.07;99.83;1241.0;374.0;1.75
007355.txt;720.57;170.34;885.68;298.17;11.58
007355.txt;672.79;183.66;734.33;232.2;23.08
007355.txt;664.38;178.92;720.2;220.38;28.2
007355.txt;646.08;177.27;679.67;206.32;43.08
004817.txt;1046.26;113.92;1241.0;374.0;2.38
004817.txt;0.0;223.08;218.87;374.0;3.79
004817.txt;284.85;207.97;446.7;309.73;11.89
004817.txt;397.36;187.16;495.91;262.69;18.08
004817.txt;607.62;183.69;644.19;217.18;33.7
002305.txt;594.37;178.29;636.61;218.23;30.31
002305.txt;94.95;191.13;251.7;257.26;17.85
002305.txt;222.21;183.05;336.52;237.5;23.36
002305.txt;717.55;174.12;842.93;236.73;19.44
002305.txt;704.2;176.67;823.42;229.07;22.78
002305.txt;674.09;179.03;779.67;221.68;26.26
002305.txt;664.59;176.19;754.9;217.98;29.67
002248.txt;572.27;179.5;612.17;217.93;33.08
002248.txt;176.16;196.0;289.0;246.49;24.77
002248.txt;354.61;186.06;406.25;214.55;41.6
002900.txt;1094.03;176.43;1199.88;249.84;18.15
002900.txt;1029.35;177.96;1089.52;208.86;36.43
004932.txt;309.06;185.84;505.14;323.68;10.59
004932.txt;681.27;182.93;775.19;255.81;18.21
004932.txt;661.27;183.05;729.91;235.58;23.91
004932.txt;665.0;172.65;693.93;195.34;59.61
000989.txt;424.49;177.87;501.36;222.53;24.93
006938.txt;730.3;189.96;912.84;306.56;12.15
002910.txt;648.07;182.34;742.98;247.07;17.77
002910.txt;797.24;158.03;1219.69;374.0;6.62
007053.txt;258.03;194.92;478.6;323.77;10.24
007053.txt;589.31;181.3;645.0;214.45;33.74
007053.txt;759.8;177.55;789.58;201.96;45.09
007053.txt;376.87;176.13;488.8;214.5;29.56
003288.txt;697.78;166.52;853.84;286.11;12.9
003288.txt;0.0;185.52;212.03;348.81;7.63
003288.txt;0.0;184.8;334.04;309.31;9.98
003288.txt;98.2;185.86;369.88;280.62;12.44
003288.txt;190.61;181.71;392.39;259.98;14.93
003288.txt;273.39;164.91;463.75;242.2;19.42
003288.txt;258.17;176.29;422.6;251.0;17.16
003288.txt;677.52;183.29;770.37;246.67;18.35
003288.txt;318.22;166.59;452.41;232.42;21.72
003288.txt;357.86;174.58;487.87;223.98;26.54
003288.txt;641.59;179.1;681.01;210.3;35.8
003288.txt;663.45;178.46;728.46;229.71;23.77
004807.txt;892.05;162.7;1209.71;277.26;12.14
004807.txt;7.36;178.12;205.65;254.01;15.83
001604.txt;591.78;176.65;634.94;217.45;29.7
001604.txt;315.91;183.97;388.42;220.4;30.23
001604.txt;362.22;180.22;422.8;214.34;35.63
001604.txt;671.6;173.81;751.11;210.59;31.82
001604.txt;668.46;176.2;745.19;208.99;35.2
001604.txt;649.87;176.46;724.45;204.46;38.66
004390.txt;454.35;184.54;526.5;205.92;48.43
001496.txt;0.0;192.45;82.24;318.41;9.17
002113.txt;600.39;175.58;630.02;204.11;44.03
002113.txt;0.0;200.63;133.67;257.52;21.33
002113.txt;391.06;184.94;432.07;208.95;46.24
003415.txt;578.55;180.79;650.77;241.15;21.14
003415.txt;96.34;187.49;222.95;249.9;19.46
003415.txt;108.12;189.99;299.22;277.97;14.95
003052.txt;593.21;170.44;622.89;189.74;55.88
003052.txt;536.09;169.72;571.86;199.93;37.29
003052.txt;142.27;172.55;316.62;236.34;20.82
003052.txt;328.74;169.92;397.35;203.44;38.44
000123.txt;602.41;176.05;634.63;198.55;48.73
006447.txt;562.3;177.85;613.51;227.42;25.29
006447.txt;536.0;180.18;553.58;195.63;79.95
006447.txt;834.37;170.05;875.34;189.15;54.08
005045.txt;800.7;128.42;1197.51;358.58;7.86
005045.txt;125.57;201.18;395.6;366.68;8.95
005045.txt;390.42;197.36;485.38;261.47;17.23
005045.txt;443.88;181.5;512.77;237.01;23.49
005045.txt;600.44;180.05;632.27;208.41;39.17
006647.txt;436.32;170.11;535.5;236.32;21.46
006647.txt;517.6;177.47;584.46;217.56;28.92
006647.txt;611.88;175.91;646.61;199.76;45.07
006647.txt;682.42;173.71;709.03;189.61;67.81
006768.txt;546.09;168.24;599.73;216.52;33.97
001270.txt;747.04;179.61;843.91;244.4;19.02
001270.txt;659.73;176.5;732.17;239.47;20.67
001270.txt;344.19;179.11;439.38;218.96;33.1
001270.txt;86.34;186.55;117.77;211.09;55.48
001270.txt;276.5;197.96;407.49;265.1;17.28
000223.txt;998.34;125.01;1241.0;374.0;2.91
000223.txt;811.84;155.16;940.1;256.48;13.63
006719.txt;257.75;182.77;417.77;251.03;18.03
006719.txt;518.78;175.57;660.64;222.6;25.22
006719.txt;918.54;159.12;1128.87;230.84;17.77
001486.txt;112.69;189.85;415.21;372.94;7.45
001486.txt;509.02;164.9;585.21;234.35;18.15
001486.txt;500.67;167.67;559.88;216.63;24.98
001486.txt;592.62;166.55;629.57;203.62;30.03
001387.txt;300.74;182.08;372.64;213.84;37.03
001387.txt;454.19;175.78;484.04;195.27;71.21
007241.txt;407.94;180.54;536.46;269.67;14.01
007241.txt;502.58;177.06;562.24;222.44;24.17
007241.txt;600.26;171.1;642.82;209.9;30.71
007241.txt;562.61;168.03;595.9;197.98;39.7
004959.txt;0.0;183.12;289.49;320.71;9.16
004959.txt;157.01;162.39;394.94;267.9;13.99
004959.txt;716.59;188.76;900.57;311.65;10.7
004959.txt;663.05;178.41;739.53;239.96;21.51
004959.txt;310.2;180.24;469.71;237.17;21.68
004959.txt;650.56;184.81;705.28;224.01;27.64
004959.txt;640.97;179.01;677.94;212.9;36.63
004959.txt;449.41;175.42;514.84;211.83;40.1
001928.txt;575.59;180.23;611.55;213.02;37.38
001928.txt;185.71;191.01;337.38;264.97;16.09
001928.txt;338.47;193.63;488.73;288.12;13.24
001928.txt;337.57;186.0;419.46;232.05;25.28
001928.txt;451.35;186.05;512.23;224.52;28.96
001928.txt;0.0;191.28;52.44;271.52;12.66
001928.txt;163.47;190.91;274.63;237.82;23.45
001928.txt;263.06;182.01;343.54;223.38;30.84
004176.txt;513.56;182.58;552.82;214.39;35.61
004176.txt;293.91;183.15;463.17;299.47;12.38
005325.txt;598.68;175.43;626.54;202.96;45.51
005325.txt;347.53;184.14;402.94;214.4;36.65
005325.txt;410.72;181.87;459.33;212.32;35.04
005325.txt;489.9;178.65;514.21;196.72;59.05
006134.txt;79.99;175.89;168.78;211.47;31.73
006134.txt;331.33;172.76;367.34;189.71;63.22
006134.txt;265.07;158.33;309.64;187.33;64.58
006134.txt;570.8;170.02;615.58;214.63;28.76
007085.txt;421.95;185.67;512.51;248.14;18.34
007085.txt;528.38;180.75;555.33;201.56;49.53
007085.txt;0.0;191.22;185.64;297.84;11.39
007085.txt;429.36;179.65;508.61;208.11;41.14
006501.txt;570.8;171.9;628.17;227.4;22.74
006501.txt;651.21;174.37;678.18;197.48;46.8
006501.txt;842.63;167.32;882.89;186.87;54.86
006501.txt;869.17;161.19;913.73;188.77;49.26
003562.txt;582.97;174.75;600.17;188.38;69.23
003562.txt;335.3;179.9;423.45;230.49;24.7
003562.txt;501.63;175.64;526.88;194.7;58.51
006977.txt;540.52;186.2;571.03;209.35;47.94
006487.txt;312.94;184.4;533.14;276.59;13.25
006487.txt;212.5;169.5;458.14;269.75;15.08
006487.txt;0.0;188.39;72.59;225.66;29.13
000218.txt;1046.65;171.03;1241.0;374.0;0.86
000218.txt;780.3;176.52;1097.76;355.48;7.62
000218.txt;719.32;175.38;828.14;260.07;13.7
000218.txt;308.97;191.73;421.45;262.34;18.13
000218.txt;480.13;185.09;516.5;211.9;40.95
000218.txt;640.93;173.41;673.66;199.38;44.43
000218.txt;496.35;183.66;529.14;206.26;46.53
006239.txt;341.31;188.06;504.26;287.38;13.43
001419.txt;527.21;169.51;583.35;219.78;32.73
006606.txt;531.05;174.77;566.34;196.72;48.9
000339.txt;1016.8;196.06;1241.0;374.0;1.63
000339.txt;0.0;203.67;150.67;374.0;5.01
000339.txt;723.32;167.34;974.03;337.08;8.66
000339.txt;661.72;174.72;802.4;268.54;13.86
000339.txt;265.91;190.56;396.89;272.86;15.22
000339.txt;346.34;185.91;427.94;241.3;20.98
000339.txt;634.11;180.06;712.16;237.37;19.19
005113.txt;593.51;170.92;627.09;203.25;39.03
005086.txt;548.39;166.77;576.71;195.39;48.39
005086.txt;441.66;158.69;518.19;224.27;25.66
000173.txt;0.0;186.71;305.98;374.0;2.82
000173.txt;233.6;178.85;571.83;374.0;7.09
000173.txt;917.49;200.55;1241.0;374.0;5.65
000173.txt;542.82;174.58;674.37;264.4;13.76
000173.txt;689.39;166.96;741.38;206.81;33.0
000173.txt;837.3;176.28;908.39;238.78;19.74
000173.txt;840.53;182.28;894.38;226.67;24.36
001269.txt;582.37;175.44;600.77;190.02;64.82
001269.txt;112.68;186.67;310.31;282.87;13.27
004670.txt;169.67;176.02;237.51;205.4;38.11
004670.txt;355.28;172.5;386.76;187.83;69.68
004670.txt;294.59;160.72;333.43;187.06;70.86
004670.txt;571.77;170.03;615.31;213.41;29.52
006871.txt;279.24;191.71;412.85;269.64;14.78
006871.txt;0.0;198.1;125.86;313.84;10.26
006871.txt;94.6;195.42;262.86;269.32;15.91
006871.txt;231.7;188.47;349.9;239.57;22.83
006871.txt;658.28;176.17;690.11;203.08;38.91
006206.txt;527.47;175.27;558.1;203.49;45.99
004845.txt;0.0;183.19;52.22;317.36;8.72
004845.txt;25.51;196.73;232.59;289.16;13.67
004845.txt;182.05;180.63;332.33;258.73;18.52
004845.txt;352.84;182.83;428.27;225.66;28.23
004845.txt;401.55;182.77;460.41;217.4;33.46
004845.txt;490.07;177.37;524.1;200.39;53.22
002761.txt;589.81;181.47;606.02;194.26;73.9
006068.txt;458.06;176.1;571.45;216.28;28.74
006068.txt;0.0;208.25;273.35;374.0;4.57
006068.txt;622.8;173.63;735.54;209.24;32.4
006068.txt;358.2;173.93;506.82;229.56;22.61
005989.txt;478.48;178.41;536.12;201.06;49.56
004163.txt;1164.45;188.11;1241.0;374.0;0.93
004163.txt;0.0;189.22;189.96;374.0;3.95
004163.txt;790.8;173.71;1212.68;374.0;6.83
004163.txt;669.71;164.1;741.72;229.78;21.9
004163.txt;658.69;172.62;715.73;216.74;27.28
004163.txt;631.4;175.95;670.39;206.71;36.08
004163.txt;479.81;181.88;516.39;208.6;38.71
004163.txt;602.25;174.43;645.26;204.35;43.04
004163.txt;574.68;179.26;606.08;199.69;55.12
000348.txt;596.74;180.16;620.3;202.58;52.09
000348.txt;801.6;200.59;1241.0;374.0;5.64
000348.txt;726.87;184.13;914.98;309.8;10.69
000348.txt;551.09;182.5;578.03;204.99;49.06
000348.txt;681.86;183.32;754.16;240.31;21.0
000348.txt;660.71;177.78;722.96;228.57;25.48
000348.txt;642.41;176.32;679.49;205.83;39.04
000348.txt;434.52;183.89;485.99;203.35;58.98
000348.txt;362.94;185.24;420.82;205.55;58.92
005140.txt;604.57;175.55;648.56;219.73;27.24
005140.txt;0.0;203.9;364.5;374.0;6.47
005140.txt;307.73;187.11;458.96;286.99;13.12
005140.txt;453.17;182.15;522.45;226.44;24.95
005140.txt;512.76;173.6;550.26;201.89;40.36
004423.txt;571.75;170.17;602.9;192.39;48.85
004423.txt;462.28;173.51;545.66;212.38;29.22
004423.txt;328.79;169.4;397.43;202.92;38.43
003929.txt;0.0;217.44;252.86;374.0;2.52
003929.txt;423.0;185.1;525.69;266.67;16.23
003929.txt;498.11;185.06;554.26;233.07;25.3
003929.txt;0.0;197.49;280.33;367.16;8.44
003929.txt;671.18;179.47;822.15;238.06;21.39
003929.txt;658.45;182.45;783.34;226.01;27.36
003929.txt;634.23;177.73;721.48;213.99;35.22
000296.txt;685.75;164.92;739.44;208.12;31.14
000296.txt;224.94;186.16;335.61;238.74;22.34
000296.txt;0.0;189.0;193.29;336.93;8.0
000296.txt;429.91;181.14;493.11;211.5;36.24
004432.txt;388.21;187.93;612.46;284.43;12.77
004432.txt;294.55;170.84;533.92;271.11;14.99
004432.txt;107.76;189.87;172.65;226.0;30.37
005212.txt;640.87;164.24;703.9;213.47;25.97
003404.txt;0.0;201.45;304.0;369.0;3.35
003404.txt;1010.13;153.91;1185.36;203.17;23.31
003404.txt;441.74;172.3;484.08;202.27;36.3
003404.txt;198.11;177.77;294.38;223.83;27.67
000571.txt;537.08;160.99;594.73;205.59;27.61
005430.txt;899.01;190.33;1241.0;374.0;3.81
005430.txt;16.54;202.55;149.35;239.37;28.17
005430.txt;0.0;207.73;101.25;260.68;19.75
005430.txt;817.01;166.58;915.73;203.14;28.69
002154.txt;553.67;180.5;578.92;199.55;59.47
001175.txt;586.27;174.86;645.75;223.21;22.32
001175.txt;152.35;187.32;379.27;292.96;11.85
001175.txt;263.86;187.96;435.47;264.74;14.8
001175.txt;366.97;177.68;469.16;229.04;22.69
001175.txt;483.39;184.84;561.61;234.88;20.43
001175.txt;443.72;176.83;518.33;209.01;32.45
001175.txt;691.11;177.05;803.32;252.94;16.03
001175.txt;672.6;180.49;751.13;231.62;20.93
001175.txt;664.59;171.19;718.24;216.36;26.83
001175.txt;637.43;175.37;667.62;198.71;44.95
001175.txt;0.0;195.64;152.44;299.02;11.58
001175.txt;592.9;173.16;631.63;208.49;33.11
001175.txt;0.0;184.77;100.0;242.74;18.32
004251.txt;0.0;253.43;197.87;374.0;3.24
004251.txt;181.24;187.49;427.59;347.96;9.55
004251.txt;617.37;177.65;666.81;222.85;25.15
003456.txt;768.77;176.06;864.6;214.42;31.85
003456.txt;660.4;173.83;684.16;194.18;54.59
003746.txt;758.72;182.45;1077.5;371.87;7.59
003746.txt;309.33;198.31;455.2;287.35;13.89
003746.txt;675.14;180.15;761.8;246.21;17.96
003746.txt;422.47;181.95;505.27;241.7;23.13
003746.txt;491.41;182.71;532.67;216.52;37.12
003746.txt;520.61;183.26;550.11;204.54;53.3
003746.txt;645.11;175.77;689.4;212.57;33.7
005459.txt;564.43;169.66;590.86;188.35;59.15
005459.txt;588.36;168.54;614.58;192.78;46.76
005459.txt;533.12;170.83;567.58;199.0;40.56
005459.txt;329.46;170.28;398.02;203.83;38.39
001607.txt;566.92;178.07;619.93;229.38;24.48
001607.txt;485.56;180.84;520.93;209.59;43.81
001607.txt;535.33;178.44;555.44;193.76;73.32
001607.txt;942.66;168.52;1016.39;197.17;36.75
003046.txt;589.48;178.36;632.43;219.72;30.85
003046.txt;425.43;188.78;457.72;208.41;58.63
005192.txt;563.39;170.78;591.51;195.11;47.76
005192.txt;487.39;168.01;508.12;188.16;60.7
005192.txt;1168.57;199.08;1202.18;223.05;47.38
000824.txt;552.48;177.04;576.94;198.85;49.59
000724.txt;0.0;176.36;75.05;220.31;25.72
000724.txt;304.11;173.22;345.47;191.97;57.33
000724.txt;231.3;158.56;282.77;190.59;58.7
000724.txt;570.55;169.94;616.53;215.76;28.06
007238.txt;572.76;177.02;610.72;213.58;34.69
007238.txt;0.0;195.85;128.4;283.99;14.7
005420.txt;475.83;173.72;555.41;229.89;20.97
005420.txt;529.54;172.21;572.21;206.37;31.59
005420.txt;603.28;169.17;640.76;203.34;34.58
005420.txt;567.24;166.22;597.15;192.51;44.98
003125.txt;547.63;177.67;580.47;203.34;44.97
003565.txt;0.0;192.38;262.1;374.0;1.35
003565.txt;791.58;199.04;1241.0;374.0;4.56
003565.txt;122.28;194.05;451.58;374.0;6.48
003565.txt;356.34;191.77;509.0;303.13;11.47
003565.txt;711.61;185.4;882.04;305.9;11.19
003565.txt;670.16;185.83;770.13;262.68;16.25
003565.txt;507.8;184.64;563.14;230.56;26.86
003565.txt;539.23;173.54;585.23;219.37;32.37
003565.txt;564.21;176.37;604.75;213.01;38.38
007207.txt;324.17;193.0;372.61;220.34;46.53
001378.txt;234.46;183.79;304.47;210.22;42.69
001378.txt;560.16;178.03;588.45;197.33;56.66
001378.txt;513.12;178.85;546.5;198.52;57.26
001378.txt;578.04;176.73;601.05;194.62;62.59
001378.txt;535.82;179.58;563.66;196.21;63.35
000560.txt;576.31;176.63;661.89;259.06;16.24
003442.txt;683.35;179.02;770.25;248.68;18.04
003442.txt;659.07;171.29;725.4;230.9;23.15
003442.txt;648.35;169.89;701.22;220.31;28.6
003442.txt;538.77;170.51;561.37;193.74;60.21
003442.txt;486.89;178.61;525.25;209.12;37.6
003442.txt;370.49;183.68;463.65;246.47;19.9
002054.txt;738.71;184.5;918.99;312.07;10.46
002054.txt;586.9;175.22;624.25;205.01;38.08
002054.txt;400.06;175.37;531.04;219.96;25.35
001676.txt;1172.55;201.82;1241.0;374.0;2.12
001676.txt;842.71;187.88;1218.7;374.0;7.64
001676.txt;127.19;181.97;425.62;355.94;8.4
001676.txt;364.32;186.16;495.08;277.35;13.79
001676.txt;749.37;180.98;895.09;272.26;14.42
001676.txt;458.08;174.13;538.96;240.05;21.33
001676.txt;537.96;176.37;603.51;221.22;28.18
001676.txt;726.77;176.07;793.57;234.62;21.9
001676.txt;650.51;176.52;708.33;207.18;38.5
004211.txt;232.53;177.86;447.85;338.86;9.61
004211.txt;429.37;185.49;487.46;236.11;23.81
004253.txt;193.34;185.12;386.28;246.7;18.85
004253.txt;506.41;178.32;559.65;194.13;64.81
004503.txt;465.21;163.41;515.0;209.94;24.93
004503.txt;491.95;168.97;529.99;199.8;33.6
004503.txt;515.12;169.46;554.99;185.39;69.11
001193.txt;375.54;132.67;556.05;271.31;13.33
006098.txt;918.93;155.33;1091.16;270.11;13.17
006098.txt;670.94;174.39;741.87;233.32;19.63
006098.txt;741.68;169.89;775.91;202.38;35.71
006098.txt;853.54;161.36;896.13;201.9;34.38
003748.txt;321.4;180.77;372.19;204.2;43.97
001976.txt;574.56;177.61;619.15;220.05;28.39
001976.txt;594.26;171.01;629.69;207.97;37.04
001976.txt;711.66;164.62;875.52;292.23;12.01
001976.txt;683.17;175.95;756.14;236.26;20.08
001976.txt;650.07;173.17;686.57;206.44;36.73
006632.txt;618.82;163.63;714.49;226.74;19.2
006632.txt;538.07;167.51;590.05;199.08;33.71
006632.txt;868.89;165.73;1138.95;269.11;11.74
006632.txt;1153.36;167.88;1241.0;270.35;11.18
006632.txt;489.32;162.69;546.4;186.82;48.51
006632.txt;582.49;161.77;642.02;187.58;45.58
006632.txt;679.65;160.96;720.39;180.79;52.04
000255.txt;190.07;192.94;450.91;346.85;9.53
000255.txt;535.35;181.92;572.86;208.46;43.19
006808.txt;782.98;185.09;1021.2;336.24;10.66
006808.txt;481.68;201.55;576.92;283.19;15.74
006808.txt;571.43;194.65;608.21;232.41;32.72
006808.txt;685.38;186.07;732.47;229.98;32.46
006829.txt;752.06;186.52;935.73;272.91;14.04
006829.txt;0.0;193.82;122.82;248.77;22.77
003128.txt;246.65;203.21;442.46;344.69;10.0
003128.txt;390.1;195.98;494.57;273.87;16.67
003128.txt;474.62;186.43;553.41;238.9;23.85
006232.txt;227.23;190.68;414.96;312.48;10.59
006232.txt;491.95;178.01;578.7;208.28;37.66
006232.txt;349.03;185.42;439.85;238.55;21.88
006232.txt;616.26;175.28;705.38;203.02;41.18
006232.txt;129.18;179.75;254.84;221.37;29.97
007089.txt;489.67;189.8;551.22;240.26;22.39
007089.txt;661.61;183.87;716.28;226.54;27.88
007089.txt;548.73;184.42;580.56;212.61;40.99
005112.txt;0.0;201.48;304.02;369.0;3.35
005112.txt;1064.14;151.81;1223.0;201.24;23.08
005112.txt;445.15;172.65;495.79;204.09;34.68
005112.txt;166.79;178.71;275.14;229.44;25.43
000975.txt;575.29;183.93;637.95;243.87;21.03
000975.txt;396.19;187.1;443.77;211.39;42.21
000975.txt;469.13;183.73;494.3;200.47;63.59
000975.txt;632.69;178.16;672.28;195.63;65.61
000764.txt;1094.75;184.24;1223.0;235.54;24.48
000764.txt;1032.39;183.9;1157.08;232.66;23.75
000764.txt;952.83;181.76;1068.73;234.3;24.23
000764.txt;602.51;172.58;636.62;202.9;36.83
005381.txt;959.28;189.74;1241.0;359.73;7.3
005381.txt;0.0;177.62;314.23;307.29;9.63
005381.txt;640.32;183.75;674.52;208.57;41.44
005381.txt;436.89;177.83;530.47;212.03;34.99
005381.txt;713.87;182.37;828.76;225.24;26.87
005381.txt;321.98;173.99;474.66;237.02;21.66
005381.txt;270.31;184.27;459.29;253.34;16.7
005381.txt;102.6;183.15;397.78;285.18;11.97
005381.txt;800.77;182.07;974.45;252.63;17.2
005381.txt;833.97;190.03;1038.18;265.21;14.91
003395.txt;762.37;171.45;947.83;278.47;11.86
003395.txt;553.08;181.56;611.01;221.53;26.55
003395.txt;701.29;171.39;735.11;200.17;39.9
003395.txt;586.78;177.86;625.9;208.58;35.82
007465.txt;930.15;190.28;1241.0;374.0;5.82
007465.txt;627.91;187.33;886.15;287.87;12.64
007465.txt;536.2;170.95;731.77;257.71;17.18
007465.txt;0.0;205.66;103.36;344.6;8.27
007465.txt;0.0;197.79;185.9;274.52;15.33
007465.txt;81.33;194.92;228.62;246.86;22.15
007465.txt;183.8;190.56;276.21;223.87;33.29
007416.txt;553.67;171.73;711.51;323.81;9.5
003518.txt;0.0;185.83;353.24;346.25;8.72
003518.txt;1165.02;150.45;1241.0;202.55;21.72
004809.txt;628.51;174.33;697.59;239.23;19.3
004809.txt;869.97;172.32;1143.38;329.83;8.19
004809.txt;0.0;199.81;221.51;374.0;7.3
004809.txt;508.06;171.61;564.95;213.73;32.13
004809.txt;157.26;184.0;323.72;254.77;18.41
004809.txt;407.79;182.47;489.89;218.71;31.15
004809.txt;693.65;169.64;746.99;195.62;44.72
004809.txt;0.0;189.5;153.05;260.81;17.38
005750.txt;528.28;178.4;552.22;196.98;61.62
006927.txt;566.75;183.51;623.35;229.23;23.73
006927.txt;0.0;184.07;299.33;372.49;7.5
006927.txt;369.06;174.1;499.57;227.96;23.56
006927.txt;449.24;177.97;532.26;209.58;35.01
006927.txt;749.26;189.69;953.87;309.84;10.89
006927.txt;589.08;178.99;628.23;214.71;32.77
001897.txt;649.18;177.54;795.77;276.22;12.97
001897.txt;550.4;180.68;610.5;219.96;27.62
